tablename;column;type;sortkey;notnull;Description;;
energy_consumption;iso_code;character varying(256);0;WAHR;iso code;;
energy_consumption;country;character varying(256);0;WAHR;country;;
energy_consumption;year;integer;1;WAHR;year;;
energy_consumption;coal_prod_change_pct;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;coal_prod_change_twh;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;gas_prod_change_pct;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;gas_prod_change_twh;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;oil_prod_change_pct;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;oil_prod_change_twh;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;energy_cons_change_pct;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;energy_cons_change_twh;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;biofuel_share_elec;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;biofuel_elec_per_capita;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;biofuel_cons_change_pct;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;biofuel_share_energy;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;biofuel_cons_change_twh;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;biofuel_consumption;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;biofuel_cons_per_capita;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;carbon_intensity_elec;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;coal_share_elec;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;coal_cons_change_pct;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;coal_share_energy;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;coal_cons_change_twh;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;coal_consumption;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;coal_elec_per_capita;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;coal_cons_per_capita;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;coal_production;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;coal_prod_per_capita;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;electricity_generation;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;biofuel_electricity;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;coal_electricity;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;fossil_electricity;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;gas_electricity;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;hydro_electricity;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;nuclear_electricity;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;oil_electricity;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;other_renewable_electricity;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;other_renewable_exc_biofuel_electricity;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;renewables_electricity;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;solar_electricity;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;wind_electricity;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;energy_per_gdp;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;energy_per_capita;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;fossil_cons_change_pct;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;fossil_share_energy;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;fossil_cons_change_twh;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;fossil_fuel_consumption;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;fossil_energy_per_capita;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;fossil_cons_per_capita;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;fossil_share_elec;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;gas_share_elec;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;gas_cons_change_pct;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;gas_share_energy;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;gas_cons_change_twh;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;gas_consumption;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;gas_elec_per_capita;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;gas_energy_per_capita;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;gas_production;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;gas_prod_per_capita;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;hydro_share_elec;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;hydro_cons_change_pct;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;hydro_share_energy;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;hydro_cons_change_twh;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;hydro_consumption;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;hydro_elec_per_capita;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;hydro_energy_per_capita;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;low_carbon_share_elec;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;low_carbon_electricity;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;low_carbon_elec_per_capita;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;low_carbon_cons_change_pct;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;low_carbon_share_energy;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;low_carbon_cons_change_twh;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;low_carbon_consumption;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;low_carbon_energy_per_capita;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;nuclear_share_elec;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;nuclear_cons_change_pct;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;nuclear_share_energy;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;nuclear_cons_change_twh;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;nuclear_consumption;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;nuclear_elec_per_capita;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;nuclear_energy_per_capita;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;oil_share_elec;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;oil_cons_change_pct;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;oil_share_energy;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;oil_cons_change_twh;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;oil_consumption;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;oil_elec_per_capita;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;oil_energy_per_capita;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;oil_production;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;oil_prod_per_capita;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;other_renewables_elec_per_capita;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;other_renewables_share_elec;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;other_renewables_cons_change_pct;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;other_renewables_share_energy;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;other_renewables_cons_change_twh;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;other_renewable_consumption;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;other_renewables_energy_per_capita;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;per_capita_electricity;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;population;integer;0;FALSCH;population;;
energy_consumption;primary_energy_consumption;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;renewables_elec_per_capita;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;renewables_share_elec;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;renewables_cons_change_pct;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;renewables_share_energy;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;renewables_cons_change_twh;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;renewables_consumption;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;renewables_energy_per_capita;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;solar_share_elec;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;solar_cons_change_pct;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;solar_share_energy;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;solar_cons_change_twh;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;solar_consumption;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;solar_elec_per_capita;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;solar_energy_per_capita;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;gdp;double precision;0;FALSCH;GDP value;;
energy_consumption;wind_share_elec;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;wind_cons_change_pct;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;wind_share_energy;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;wind_cons_change_twh;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;wind_consumption;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;wind_elec_per_capita;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
energy_consumption;wind_energy_per_capita;double precision;0;FALSCH;description at: https://www.kaggle.com/datasets/pralabhpoudel/world-energy-consumption;;
